oracle_call,neural_reward,blind_reward,single_reward,neural_silent,blind_silent
1517,712.500,166.000,103.000,0,0
1518,713.000,166.500,103.500,0,0
1519,713.500,166.500,103.500,0,0
1520,714.000,166.500,103.500,0,0
1521,714.500,166.500,103.500,0,0
1522,714.500,166.500,103.500,0,0
1523,715.000,166.500,103.500,0,0
1524,715.500,166.500,103.500,0,0
1525,716.000,166.500,103.500,0,0
1526,716.500,166.500,103.500,0,0
1527,717.000,166.500,103.500,0,0
1528,717.500,167.000,103.500,0,0
1529,718.000,167.000,103.500,0,0
1530,718.500,167.000,103.500,0,0
1531,719.000,167.000,103.500,0,0
1532,719.500,167.500,103.500,0,0
1533,720.000,167.500,103.500,0,0
1534,720.500,167.500,103.500,0,0
1535,721.000,167.500,103.500,0,0
1536,721.500,167.500,103.500,0,0
1537,722.000,167.500,103.500,0,0
1538,722.500,167.500,103.500,0,0
1539,723.000,167.500,103.500,0,0
1540,723.500,167.500,103.500,0,0
1541,724.000,167.500,103.500,0,0
1542,724.500,167.500,103.500,0,0
1543,725.000,167.500,103.500,0,0
1544,725.500,168.000,103.500,0,0
1545,726.000,168.500,103.500,0,0
1546,726.500,169.000,103.500,0,0
1547,727.000,169.000,103.500,0,0
1548,727.500,169.000,103.500,0,0
1549,728.000,169.000,103.500,0,0
1550,728.500,169.500,103.500,0,0
1551,729.000,169.500,103.500,0,0
1552,729.500,170.000,103.500,0,0
1553,730.000,170.000,103.500,0,0
1554,730.500,170.000,103.500,0,0
1555,731.000,170.000,103.500,0,0
1556,731.500,170.000,103.500,0,0
1557,732.000,170.000,103.500,0,0
1558,732.500,170.500,103.500,0,0
1559,733.000,170.500,103.500,0,0
1560,733.500,170.500,103.500,0,0
1561,734.000,170.500,103.500,0,0
1562,734.500,170.500,103.500,0,0
1563,735.000,171.000,103.500,0,0
1564,735.500,171.000,103.500,0,0
1565,736.000,171.000,103.500,0,0
1566,736.500,171.000,103.500,0,0
1567,737.000,171.500,103.500,0,0
1568,737.500,171.500,103.500,0,0
1569,738.000,171.500,103.500,0,0
1570,738.500,171.500,103.500,0,0
1571,739.000,172.000,103.500,0,0
1572,739.500,172.500,103.500,0,0
1573,740.000,172.500,103.500,0,0
1574,740.500,173.000,103.500,0,0
1575,741.000,173.000,103.500,0,0
1576,741.500,173.000,103.500,0,0
1577,742.000,173.000,104.000,0,0
1578,742.500,173.000,104.000,0,0
1579,743.000,173.500,104.000,0,0
1580,743.500,173.500,104.000,0,0
1581,744.000,174.000,104.000,0,0
1582,744.500,174.500,104.000,0,0
1583,745.000,174.500,104.000,0,0
1584,745.500,174.500,104.000,0,0
1585,746.000,174.500,104.000,0,0
1586,746.500,174.500,104.000,0,0
1587,747.000,174.500,104.000,0,0
1588,747.500,174.500,104.000,0,0
1589,748.000,175.000,104.000,0,0
1590,748.500,175.500,104.000,0,0
1591,749.000,175.500,104.000,0,0
1592,749.500,175.500,104.000,0,0
1593,750.000,175.500,104.000,0,0
1594,750.500,175.500,104.500,0,0
1595,751.000,175.500,104.500,0,0
1596,751.500,175.500,104.500,0,0
1597,752.000,175.500,104.500,0,0
1598,752.500,175.500,105.000,0,0
1599,753.000,175.500,105.000,0,0
1600,753.500,176.000,105.000,0,0
